Gene_name	S1-d0	S2-d0	S3-d0	S4-d0	S5-d0	S6-d0	S7-d0	S8-d0	S9-d0	S10-d0	S1-d10	S2-d10	S3-d10	S4-d10	S5-d10	S6-d10	S7-d10	S8-d10	S9-d10	S10-d10
4930519H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc4h2	234	251	311	449	436	337	331	358	356	298	329	342	220	371	464	212	130	236	332	283
1700054M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim2	917	600	1030	1553	1554	2096	1738	1825	3493	2932	1591	2257	1536	2141	2394	1886	625	1515	2337	1942
Nsmce1	770	682	820	1205	1116	863	900	780	891	768	648	693	436	755	1078	511	185	410	729	665
Atp5a1	17181	16531	18263	25291	24401	21162	22153	21399	23243	21109	20036	27195	19665	29048	28229	21383	11664	22665	23424	24084
Neurl4	1290	1276	1342	1737	1869	1254	1347	1371	1388	1382	1609	1792	1200	1649	1918	1399	554	1100	1482	1316
Srebf1	3597	2877	3404	4036	3984	4336	3862	2926	3220	2788	6102	8499	6655	8030	7498	7720	2599	7153	6082	7904
Slc12a3	1	0	6	7	2	0	3	2	0	0	1	3	0	2	3	0	0	0	2	2
Hcfc1	8411	8097	8647	9064	10640	6907	7815	7675	7718	6685	8032	8997	6524	7922	9643	5964	2953	5334	6855	6371
Mir6917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dspp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
Cldn4	2	6	2	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0
Wif1	23	9	22	4	16	22	9	9	2	1	13	11	11	22	38	0	1	2	0	8
Cpsf4l	0	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	0	3	0	0
Npc1	3154	2549	2851	5286	7325	4225	3524	3421	7804	8410	5587	5401	3740	5584	7188	6290	2307	5204	6930	7755
Gm8580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo31	653	561	869	1106	1150	624	803	849	1317	1309	910	1052	809	1112	1430	1786	479	1109	1343	1540
Eprn	0	2	3	0	2	1	1	0	3	3	6	3	1	2	0	4	0	0	0	2
Taf1c	401	389	417	509	505	437	454	468	542	453	385	449	280	400	474	391	133	364	454	426
Olfr951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eda2r	1194	2003	982	1691	1616	1268	2113	1157	823	614	1257	1011	595	1121	1941	570	332	278	743	519
1700011H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bex2	10	4	6	3	6	1	1	4	0	1	7	2	1	2	0	3	0	2	2	0
E130119H09Rik	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Coq5	607	615	693	880	790	571	657	625	780	650	1050	1769	1133	1800	1120	1129	745	1206	1131	1027
Asdurf	11.99	21.8	0	0	0	0	7.6	8.33	0	0	0	0	19.65	0	0	0	197.24	0	0	0
Aldh3b1	421	141	240	439	512	715	319	502	1062	961	533	526	356	506	519	812	291	848	999	1012
Figla	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icmt	2725	3045	2676	4040	4495	2390	2857	2097	3354	2851	3086	3155	2089	3448	4915	2134	837	1721	2724	2733
Cldn34c1	49	46	49	64	88	66	81	100	117	116	76	77	54	67	91	112	55	86	99	92
Scpep1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930024E05Rik	28	13	31	54	52	39	37	40	76	67	26	22	19	38	41	26	12	28	51	30
Igfbpl1	17	3	2	4	4	4	3	0	7	3	5	3	0	1	0	6	1	0	1	0
Wfdc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm8	1	2	2	3	2	10	31	19	14	4	6	9	6	4	2	13	17	39	51	37
Tcof1	2863	2609	3275	3465	3553	1875	2109	2122	2540	2465	2460	2652	1991	2271	3117	1667	843	1561	1970	1812
Lrrc14	677	646	769	1186	1083	711	789	801	1194	1024	888	971	703	979	1296	795	211	638	833	847
Tmem35b	73	62	100	160	170	106	100	149	159	172	192	190	164	216	239	149	92	187	232	233
Mir181a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce2	709	668	689	996	1022	892	883	867	954	937	652	681	434	687	908	736	506	641	835	837
Tchp	344	370	452	587	492	427	459	451	491	382	416	521	306	473	526	447	213	321	450	460
Cry2	868	768	992	1244	1311	967	1261	1182	1970	1633	1139	1435	1081	1566	1859	1585	578	1271	1664	1531
Kat14	1522.18	1460.68	1627.82	2091.82	2327.18	1597.73	1618.49	1612.34	2152.96	1986.14	1796.82	1978.6	1359.99	1939.95	2264.58	1592.33	833.85	1448.3	1885.03	1615.02
1700029N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sos2	772	771	735	1023	1283	801	705	925	1270	1200	1141	1141	829	1077	1355	1267	673	1092	1211	1173
Olfr151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2a	1840	1958	2062	2211	2528	2519	2588	2945	2480	2375	1916	2315	1553	2308	2598	1785	1378	1943	2303	1999
Bcor	2124	1937	2057	2192	2601	1622	1822	1864	1594	1600	2273	1897	1341	1726	2711	1611	635	1011	1305	1494
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14685	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Lsm12	1004	1183	1038	1330	1275	917	1144	895	902	737	1104	1214	859	1123	1292	723	590	688	720	677
Gkap1	445	373	532	587	748	479	460	493	596	570	519	581	413	623	802	542	359	469	610	533
Thap2	548	566	672	888	882	586	547	660	722	654	680	577	444	843	700	467	314	407	696	420
Gm4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitx2	219	234	149	204	163	133	220	114	90	73	109	146	59	122	146	45	26	38	55	20
Morc3	1283	1247	1193	1658	1926	1423	1295	1303	1562	1492	1583	1518	1219	1660	1962	1070	747	1188	1475	1362
Zfp667	125	138	166	229	249	292	289	351	350	302	245	231	181	274	278	181	122	181	282	236
Mfsd9	142	145	172	356	274	162	153	197	290	271	228	249	221	304	314	227	120	202	268	241
Mmp11	2293	1593	1970	2380	2623	3409	2436	2965	3633	3401	2331	1751	1199	1308	2505	2758	890	1684	2449	2088
Pkn2	2402	2760	2614	3150	3196	2359	2448	2589	2875	2563	2759	2864	2282	2799	3515	2233	1341	2000	2512	2139
Klrc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhobtb1	334	281	529	752	826	609	669	1122	1428	1236	1025	1147	936	1305	1375	1323	859	1402	2115	1586
Cd74	79	48	166	35	55	52	29	60	33	36	43	27	39	44	53	18	3	24	21	28
Olfr877	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pm20d2	25	16	82	76	89	18	8	37	75	112	113	328	267	342	303	105	72	168	222	252
Btbd35f12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf3	2977	3544	2969	3599	3669	2511	3296	2806	2713	2490	3136	3637	2422	3287	4211	1911	1134	1644	2271	1943
Olfr1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga6	535.52	546.81	602.48	911.34	1130.56	632.94	809.3	815.89	1080.67	1013.67	681.47	1101.08	675.95	1096.8	1564.93	736.48	421.98	854.7	1189.89	1176.3
Erlin2	1862	2167	2051	2795	3299	2024	2335	2141	3026	2698	2454	2678	1910	2869	3463	2158	1038	1929	2702	2488
Serpina3g	1200	962	1132	996	895	1947	2599	1863	1954	1149	372	402	302	410	506	536	473	683	1450	496
Fat4	10377	7085	21125	14637	23264	17083	18249	23966	32722	26639	14524	33068	27196	31604	26504	11258	14327	23963	31258	23981
Nrbp1	3053	3195	3451	4294	4521	3367	4136	3481	3953	3808	3335	4050	2814	3774	4943	2637	1339	2603	3082	3057
Mir92b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC055402	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	3	0	1
Panct2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Snord1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmd2	1	0	0	1	1	1	0	0	0	0	1	1	0	4	0	5	2	0	1	0
Bmp10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2m	5136	5375	5910	7990	7858	4514	5959	5007	6396	5679	6597	7679	5379	7743	9752	4949	2632	4529	5639	5171
Myo10	4637	4394	4546	5018	7425	4070	4188	5219	9142	8850	8615	7521	6485	7214	9690	8371	3905	8419	9815	9303
8030462N17Rik	431	555	406	534	564	312	325	345	388	383	537	493	393	542	607	388	203	313	425	404
Gm32817	0	3	2	0	1	2	2	3	0	3	2	1	2	5	4	3	0	1	8	2
Smc1b	5	2	8	10	5	0	6	6	4	4	10	15	10	6	13	7	8	7	7	5
Adamts16	124	130	69	94	134	55	58	29	198	126	31	23	14	17	65	44	18	42	38	17
Lao1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd8	1383	908	2706	3120	4127	784	902	1526	3304	3054	3222	7208	5521	6342	5950	1133	1046	2477	1978	2086
Ctsw	35	53	14	23	8	34	57	39	4	3	10	6	0	2	19	1	1	0	1	4
Mir5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600014C10Rik	762	659	782	1362	1358	825	759	774	1406	1224	1805	1898	1543	2434	2091	2019	815	1518	1597	1772
Vmn1r86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp786	31	45	59	90	89	35	49	51	93	70	52	68	52	59	67	41	23	41	52	28
Ncbp1	2267	2410	2604	3088	3291	1871	2151	1702	2301	2133	2205	2743	1842	2657	3504	1449	1079	1578	1868	1854
Asnsd1	1472.01	1775.2	1953	3067	2532	1555	1932.4	1826.67	2690	2257	1686	2122	1496.35	2431	2884	1439	700.76	1537	2070	1588
Zfpm2	613	717	999	894	995	497	828	1012	853	697	999	1468	991	966	1043	493	373	620	818	623
Pias4	749	716	698	868	940	810	905	906	914	729	755	731	466	723	890	831	292	583	742	628
Lurap1	50	48	54	79	78	56	55	64	106	79	61	73	61	73	87	44	30	36	48	46
Porcn	230	189	272	388	384	293	276	393	660	604	312	387	233	329	444	590	299	619	801	603
Peg10	1091	1079	1500	1439	1510	1366	2085	2289	1139	784	1031	1263	920	1210	1499	1759	905	704	773	718
Ndufb2	568	527	551	1015	821	689	674	520	756	713	690	803	515	961	1108	710	170	550	706	873
Phlda1	521	897	384	453	307	258	544	360	123	82	537	561	308	370	946	221	126	175	226	220
Nav2	1474	987	1189	1332	2345	973	618	908	1377	1440	1884	1603	1245	1318	1887	1193	320	986	1057	1334
Ly6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a13b-ps	5	11	2	14	9	3	6	5	3	9	11	7	2	5	11	7	1	1	3	4
Slc7a5	9222	10318	10215	10627	10949	1522	1260	1753	754	1425	5214	7737	6999	6721	10643	883	185	606	543	1189
Tdrd1	13	12	16	23	19	6	19	11	2	5	11	4	5	12	8	2	3	1	4	1
Supv3l1	594	655	741	848	855	557	684	602	721	651	685	835	651	961	1022	587	354	563	680	651
Trove2	1327	1524	1613	2191	2172	1346	1410	1687	1859	1737	1584	1432	1229	1846	2389	1275	851	1213	1685	1558
Ptges3	3597	3978	3625	4672	4373	2972	3490	2545	3273	2682	3284	3565	2296	3395	4259	2679	1486	2336	2862	2604
Smtnl1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Maats1	0	3	0	2	2	2	2	0	2	2	2	1	0	3	1	0	2	2	2	2
Eml4	1911	2002	1958	2463	2785	1968	2399	2364	2297	2058	1724	1905	1335	1976	2196	1351	894	1163	1956	1498
Mir3471-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrib	1864	1765	2039	2532	2562	1495	1835	1637	1975	1876	1774	2034	1411	1933	2392	1531	523	1208	1674	1615
Ctla2b	676	134	204	683	820	610	312	243	967	753	1222	473	333	602	760	1687	218	599	848	896
Katna1	710	678	760	910	1073	762	763	818	841	831	797	957	683	1023	1196	689	410	737	911	716
Tmc3	4	0	2	7	8	5	5	7	1	1	2	7	3	4	8	3	0	0	1	0
Nt5c	1128	1132	1134	1498	1351	1349	1440	1206	1334	1282	1079	1134	715	960	1562	806	305	736	848	911
Poldip3	3798	3641	4149	5197	5450	4022	4447	4283	5128	4646	4259	4571	3295	4783	6233	3704	1366	3231	4726	4194
Gm13306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep2	41	36	53	87	72	40	99	55	35	30	52	119	50	55	99	36	12	26	39	30
Dlx4os	0	0	1	0	0	1	0	4	0	1	2	0	3	1	0	1	1	1	0	2
Apof	0	0	1	0	0	3	1	3	0	0	0	0	0	2	1	2	0	3	0	1
Mir6982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5a	1645	1185	1466	1878	2361	3678	2884	2591	4510	4181	2728	2951	2084	2661	3081	8144	3647	5838	7193	7171
Lcn8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Urah	0	0	1	0	0	0	0	0	8	6	0	4	0	1	3	4	0	3	4	4
Gm3636	33	73	48	62	62	24	20	32	38	29	29	62	25	46	39	10	9	9	18	23
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il11ra2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln2	106	16	57	173	383	276	61	127	544	614	312	241	291	312	292	348	130	464	466	476
1810010D01Rik	5	2	0	0	3	4	1	0	7	1	3	2	4	11	7	17	0	3	14	13
Krtap15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3425401B19Rik	3	28	6	14	6	3	25	15	39	21	12	98	24	46	51	15	33	36	42	37
Kbtbd13	1	4	2	6	5	1	4	3	4	5	3	10	4	11	5	6	1	3	8	7
Fam193b	1216	929	1315	1802	2023	1356	1410	1762	1874	1608	1539	1586	1103	1650	1855	1597	611	1171	1995	1754
Olfr547	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nanog	20	16	18	15	17	20	19	18	17	8	11	20	9	21	18	15	10	6	13	18
Olfr1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd6	362	335	467	620	594	436	462	595	722	634	441	545	369	551	656	457	229	488	597	578
Lrrc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf41-ps	124.49	152.68	114.62	147.62	218.88	153.19	165.59	174.13	265.52	205.58	211.92	176.53	107.99	193.43	205.63	246.64	121.99	175.86	167.28	196.9
Anxa4	2210	2015	2744	3765	3507	3416	2959	3736	6015	5533	2584	3466	2408	3619	3913	4009	2100	4636	5347	5372
Has2	865	1544	464	533	493	272	351	164	112	112	177	254	105	201	301	150	128	120	348	411
Pcdhb20	188	276	257	440	276	253	400	336	424	215	280	459	284	395	429	198	177	239	403	245
Crybg2	2	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Msh2	755	644	880	1270	1358	783	803	960	1160	1337	656	803	567	859	1132	625	419	722	877	853
Zfp93	326	320	364	470	477	317	436	464	456	373	335	417	233	411	420	256	154	228	326	280
Nde1	1988	1866	1955	2216	2354	1843	2183	1599	1873	1754	1491	1650	1130	1749	2228	1163	604	1086	1334	1371
Gm15471	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	1	7	3	2
Nfya	1951	2111	1569	3720	3248	1731	2417	1541	3443	2568	2391	2852	1298	3205	3129	2063	1095	1446	3319	2431
Mmp28	231	144	335	332	444	124	104	177	480	424	525	919	726	889	844	569	288	682	585	448
Mir8105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17767	1	0	1	0	0	0	1	0	2	2	1	1	0	0	0	1	0	1	1	1
Mir7094-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lg	1	0	0	0	0	1	1	3	0	1	5	4	5	2	1	49	11	12	9	23
Kctd21	224	206	231	422	534	270	339	370	629	676	475	394	325	510	537	641	223	531	769	732
4930524B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tef	1662	1368	2281	2808	3418	2422	2662	3407	6386	5992	2769	4093	3153	5035	5477	4426	2045	4576	7147	6445
1700066B19Rik	0	1	0	5	2	2	0	5	5	2	2	2	1	3	0	2	0	3	8	2
Tex38	2	2	4	3	7	5	6	7	5	3	5	6	1	3	3	1	3	1	0	2
H2afv	883	632	1190	1308	1245	1130	1253	1263	1224	1136	840	979	670	1004	1388	868	377	753	911	1021
Psapl1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm20753	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppp1r14a	132	114	62	151	207	83	120	73	144	141	98	106	39	68	141	78	30	37	154	190
Olfr1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh5	10	3	7	10	13	29	21	22	39	48	6	14	14	8	20	99	35	67	56	51
Itsn1	5991	5306	8371	10016	12977	6514	5800	6728	10517	10724	12430	14803	11423	12916	14957	10134	5733	9949	11558	10930
4930570G19Rik	5	1	9	3	8	13	10	11	16	10	5	28	23	25	14	25	23	22	40	52
Rmnd1	302	298	455	564	510.42	460	474	480	639	617	569	774	448	595.98	726	670	369	546	716	743
Bax	2663	2482	2421	3726	3360	2886	3138	2256	2647	2211	2361	2528	1483	2485	3802	1598	514	1242	1787	1967
Sdr9c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cap2	507	750	343	596	352	249	437	189	286	195	340	409	176	365	364	113	53	53	130	101
Hyls1	211	238	277	312	247	226	274	210	190	167	167	146	115	165	180	145	77	102	144	126
Pi4k2b	837	1073	839	1166	1074	995	1075	793	707	691	842	926	576	868	1146	664	364	582	763	676
Cpa3	0	0	0	0	1	1	2	0	2	1	1	1	4	0	1	0	1	0	1	1
Gm16677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330048O09Rik	0	0	0	0	0	0	1	0	11	5	1	6	3	3	0	1	2	4	3	2
4930509E16Rik	1	2	3	3	0	0	1	1	1	1	0	1	4	6	4	0	1	2	3	1
Ptpa	4615	4099	4961	6642	6717	4706	4806	4777	6209	5780	4933	5853	4116	6216	7400	5314	1712	4557	5513	5933
Upk3bl	1	1	1	2	0	1	1	1	13	4	2	0	0	4	2	1	0	1	0	3
Emilin3	0	2	9	22	21	13	30	115	157	249	11	58	43	66	58	195	330	750	692	603
Ube2r2	3822	4264	4357	5772	6053	4463	5813	5491	5843	5448	4693	5066	3277	5267	7189	4098	2347	3539	4845	4594
Rassf8	1369	1317	1301	1519	1761	1606	1801	1516	1346	1253	1352	1252	854	919	1935	1349	660	880	1044	1063
Cep120	1353	1310	1367	1741	2175	1326	1516	1431	2001	1860	1695	1758	1348	1829	2169	1514	860	1451	1940	1588
1700007K13Rik	45	55	43	63	51	65	144	75	26	20	49	70	44	86	89	27	15	15	24	19
Ophn1	700	460	680	937	1422	1014	812	1140	1360	1726	1642	1392	1314	1560	1805	2009	839	1860	2489	2592
Scg3	7	3	3	0	3	6	3	0	5	5	2	7	1	6	2	6	0	8	6	3
Senp1	1376	1333	1463	1728	1782	1063	1323	1306	1363	1218	1211	1491	905	1361	1787	847	422	815	980	978
Mfsd2b	10	18	13	13	20	13	15	13	3	7	16	13	12	25	14	3	3	5	8	11
1700047I17Rik2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem221	40	5	14	47	77	52	14	21	35	49	105	63	46	78	128	103	3	66	82	119
Sars	8831	8878	8505	11054	10667	4695	4734	4500	4611	4742	7180	8401	5544	7873	10924	3886	1569	2992	3749	3872
Slc22a1	0	3	0	0	0	3	0	1	2	0	2	2	0	0	0	0	0	0	1	0
Asb17os	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	5	0
Ipo7	3888	5520	4006	5751	5410	2557	3013	2589	3669	3157	3852	3957	2882	4398	5260	2274	1591	2356	3064	2418
Mir3073b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	2501	1787	2312	3487	4058	2637	1723	2134	4351	4792	3170	3213	2550	3441	4038	2879	1847	3009	3431	3393
Nrg4	0	3	0	1	0	0	2	1	7	12	59	76	100	66	20	105	52	91	53	59
Hoxa6	37	38	39	66	40	27	65	56	58	28	55	67	41	56	60	51	22	42	82	35
Edar	5	1	16	13	58	1	2	4	40	42	63	177	132	218	109	16	46	121	133	62
Sumo1	1500	1819	1624	2466	2425	1898	1995	1731	2378	2063	1849	1908	1388	2334	2763	1508	1042	1646	2282	1902
Slc22a8	2	0	1	1	0	0	3	4	6	4	3	3	7	4	4	15	6	3	27	16
Adat3	90	95	92	128	86	112	117	105	98	77	96	96	78	76	100	79.05	32	77	79	81
Sdhaf4	247	190	260	503	472	409	406	428	620	576	328	408	261	501	590	454	106	364	613	564
A930018P22Rik	0	3	0	2	0	1	2	1	5	2	3	1	2	2	2	0	0	0	2	1
Gm5476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg9	4	3	5	9	6	5	6	2	4	6	2	8	3	3	7	0	2	1	4	5
Efna5	1292	1242	3170	2881	3233	2402	2652	3928	3538	3694	2031	3726	2432	4061	4545	2129	1388	2385	2748	2445
Mir204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucp2	6320	2620	1558	4925	5178	8015	5562	2254	9833	10294	10516	6991	4278	5876	6114	15982	3304	9840	11369	13077
Tmem151b	52	47	66	111	72	67	91	101	25	26	50	40	11	28	82	9	4	8	20	14
Zranb1	595	654	710	977	978	615	672	708	866	823	713	866	597	924	1189	569	382	566	792	694
Fam103a1	588	702	722	1014	1092	626	742	808	1031	1049	700	1002	698	1064	1239	626	510	742	962	902
Selenop	3873	1104	1688	6497	26285	7927	3932	6231	36511	46143	37991	33557	33378	39745	34853	85547	42145	80645	84073	89018
Tax1bp1	5089	5323	5114	6350	7445	5580	5455	5490	6905	6884	6601	7762	5626	7247	9008	7336	5361	7310	8645	8153
Gm5468	2	6	3	1	3	3	2	2	5	0	4	4	1	1	1	1	3	1	1	1
Mir7670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celsr1	54	47	59	31	43	31	18	26	10	10	33	17	37	14	29	15	3	16	11	4
Cps1	1	0	0	2	1	0	1	4	1	0	3	1	2	1	4	1	1	1	0	2
Olfr381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd8	2097	2263	1754	2751	2491	2273	2541	2057	2494	2072	1884	1424	1115	1605	2506	1659	364	1102	1906	1807
Furin	6202	6757	5923	8285	8905	7537	8312	7485	8952	8702	7495	8040	5678	6969	10338	5824	2393	5603	7178	7231
Serpinb6d	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Katnbl1	497	544	453	707	750	479	491	482	703	631	570	494	417	565	727	451	358	502	635	464
Rab15	188	468	302	468	253	417	829	517	1283	1031	186	376	205	353	324	589	479	1009	791	667
Cnn3	18005	26929	17992	22886	20783	18101	24337	18045	18120	15507	13655	16594	9725	17363	24957	10071	6164	8672	11656	9234
Txndc2	0	3	0	3	1	3	3	4	0	1	3	2	1	0	11	1	0	1	1	2
Jmjd4	498	476	516	638	670	451	500	517	605	583	508	492	328	482	623	464	242	370	629	423
Gtf2a2	513	532	583	831	720	534	597	532	786	698	566	771	509	689	829	557	331	524	615	598
Nfic	10957	10392	16014	16240	15326	12587	15404	17301	16099	14007	14968	21580	15106	17844	21242	11845	6284	11253	14283	12160
Prtg	20	18	33	26	34	27	43	50	65	41	34	67	25	53	65	58	40	40	89	52
Olfr301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	9	3	8	3	3	22	13	6	25	24	4	4	3	0	2	64	33	19	52	18
Aldh7a1	2288	2325	2585	3207	3316	3299	3995	3886	4128	3555	3082	3766	2364	3658	4424	3896	1949	3520	4841	4501
Gm28856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suox	357	363	545	907	834	493	585	712	865	873	883	787	513	914	1129	893	251	450	759	735
Olfr429	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stambp	798	827	869	1044	1140	907	998	1029	1145	1151	952	1122	825	1149	1344	1085	580	911	1177	1141
Napepld	71	59	99	109	164	131	112	201	195	208	126	216	210	243	242	208	126	306	314	369
Shpk	103	106	116	210	217	155	142	188	254	301	188	250	206	293	291	371	126	309	362	388
Klk12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axin1	2260	2102	2435	2645	2950	2168	2335	2407	2606	2395	2224	2469	1800	2282	3237	1821	884	1669	2172	2132
Atxn1l	3074	2846	3092	3868	4481	2664	2945	3079	4227	4061	3515	3799	2622	3736	4802	2609	1313	2435	3360	3035
Pex16	250	178	214	361	368	323	303	318	388	336	840	1331	982	1349	916	1352	459	1047	844	1239
Star	73	130	50	109	63	54	154	56	64	21	168	133	86	112	107	140	50	48	105	49
Hpca	2	1	0	1	1	2	0	0	0	0	1	0	0	0	1	16	4	6	26	22
